eis_id,title,document_type,lead_agency,state,all_states,filed_date,filed_year,federal_register_date,comment_letter_date,comment_due_date,epa_impact,epa_adequacy,attachment_count
84542,Ground Wave Emergency Network (GWEN) Deployment and Land Acquisition Final Operational Capability US,Draft,United States Air Force,,,1987-04-10,1987,1987-06-12,1987-06-22,1987-06-23,Lack of Objections,,0
83720,BLACK WARRIOR AND TOMBIGBEE RIVERS MAINTENANCE BIRMINGHAM ALABAMA,Final Supplement,U.S. Army Corps of Engineers,AL,AL,1987-04-15,1987,1987-05-01,1987-05-19,1987-06-01,Lack of Objections,,0
78245,Lester Ave./I-205 Interchange Construction and Improvements Between Sunnyside Rd. and Foster Rd. Interchanges OR,Final,Federal Highway Administration,OR,OR,1987-04-15,1987,1987-04-24,1987-05-26,1987-05-26,Lack of Objections,,0
83082,Upper Cumberland River Basin Area Flood Damage Reduction Plan Implementation Harlan Baxter Loyall and Rio Vista Cities Harlan County KY,Draft,U.S. Army Corps of Engineers,KY,KY,1987-04-17,1987,1987-04-24,1987-06-08,1987-06-08,Environmental Concerns,2.0,0
84166,Quartz Hill Molybdenum Project Mine Development Construction Operation and Post-Mining Abandoment Section 10 and 404 Permits Special Use Permit and Leases Misty Fiords National Monument Tongass National Forest AK,Revised Draft,Forest Service,AK,AK,1987-04-20,1987,1987-06-12,1987-07-06,1987-06-30,Environmental Concerns,2.0,0
86919,Arctic National Wildlife Refuge Coastal Plain Resource Plan Development and Exploration for Oil and Gas,LF,Fish and Wildlife Service,AK,AK,1987-04-20,1987,1987-05-01,1987-06-01,1987-06-01,Environmental Concerns,2.0,0
83758,Garapan Flood Control Study Saipan Commonwealth of the Northern Mariana Islands,Final,U.S. Army Corps of Engineers,TT,TT,1987-04-20,1987,1987-05-01,1987-06-05,1987-06-01,Lack of Objections,,0
78086,Taconic Stat Parkway Reconstruction Hawthorne Interchange to Campfire Road NY,Final,Federal Highway Administration,NY,NY,1987-04-22,1987,1987-05-01,1987-06-01,1987-06-01,Environmental Concerns,2.0,0
85046,1986 - 2000 Nantahala and Pisgah National Forests,Final,Forest Service,NC,NC,1987-04-22,1987,1987-05-01,1987-05-26,1987-06-01,Lack of Objections,,0
83697,Lake Pontchartrain and Lake Maurepas Clam Shell Dredging 10-Year Permit Renewal Sect. 10 and 404 Permit LA,Draft,U.S. Army Corps of Engineers,LA,LA,1987-04-22,1987,1987-05-01,1987-06-24,1987-06-15,Environmental Concerns,2.0,0
84952,Beaverhead National Forest Noxious Weed Control Plan MT,Revised Final,Forest Service,MT,MT,1987-04-23,1987,1987-05-01,1987-05-29,1987-06-01,Lack of Objections,,0
83731,Upper Jordan River Flood Control Plan Jordan Narrows to 2100 South Street Implementation Mill Creek Salt Lake County UT,Draft,U.S. Army Corps of Engineers,UT,UT,1987-04-24,1987,1987-05-01,1987-06-11,1987-06-15,Lack of Objections,,0
79153,CA-52 Construction Santo Road to CA-67 Funding and 404 Permit San Diego and Santee Cities San Diego County CA,Draft,Federal Highway Administration,CA,CA,1987-04-24,1987,1987-05-29,1987-06-23,1987-06-17,Environmental Objections,2.0,0
83267,Atchafalaya East Cote Blanche and Four League Bays Oyster Shell Dredging Operation Sect. 10 and 404 Permit LA,Draft,U.S. Army Corps of Engineers,LA,LA,1987-04-24,1987,1987-05-01,1987-06-24,1987-06-15,Environmental Concerns,2.0,0
83146,Clayton (Sardis) Lake Jackfork Creek Dam and Lake Construction Daisy to Sardis Lake Access Road Construction Additional Information OK,Draft Supplement,U.S. Army Corps of Engineers,OK,OK,1987-04-26,1987,1987-05-01,1987-06-10,1987-06-15,Environmental Concerns,2.0,0
77931,MD-5/Branch Avenue Improvement North of I-95 to South of US 301 Funding and 404 Permit Prince Georges County MD,Draft,Federal Highway Administration,MD,MD,1987-04-27,1987,1987-05-08,1987-07-02,1987-06-22,Environmental Concerns,2.0,0
82179,Binary Chemical Munition Program QL and DC Production Facilities Site Selection Construction and Operation IN AL AR and LA,Second Draft Supplemental,United States Army,,,1987-04-27,1987,1987-05-01,1987-06-24,1987-06-15,Lack of Objections,,0
76711,METROTECH SITE DEVELOPMENT PROJECT CONSTRUCTION,Final,Community Development Block Grant,NY,NY,1987-04-28,1987,1987-05-08,1987-06-10,1987-06-08,Lack of Objections,,0
80571,1988 Central Western and Eastern Gulf of Mexico OCS Oil and Gas Sale Nos. 113 115 and 116 Lease Offerings Offshore AL FL LA MS and TX,Draft,Minerals Management Service,,,1987-04-28,1987,1987-05-08,1987-07-09,1987-06-22,Environmental Objections,1.0,0
78032,Calvert Road Closure US 1 to MD-201 Metro Construction Additional Imformation Funding and 404 Permit Price Georges County MD,Draft Supplement,Federal Highway Administration,MD,MD,1987-04-28,1987,1987-05-15,1987-06-22,1987-06-22,Environmental Concerns,2.0,0
79609,GA-316 Extension GA-316 to GA-10/US 78 Improvement 404 Permit GA,Final,Federal Highway Administration,GA,GA,1987-04-30,1987,1987-05-08,1987-06-04,1987-06-08,Environmental Objections,2.0,0
83783,Coyote and Berryessa Creeks Flood Control Plan Implementation Cities of San Jose and Milpitas Santa Clara County CA,Draft,U.S. Army Corps of Engineers,CA,CA,1987-04-30,1987,1987-05-22,1987-07-13,1987-07-06,Environmental Objections,2.0,0
78986,US 10 IMPROVEMENT ST. CROIX RIVER BRIDGE,Final,Federal Highway Administration,,,1987-04-30,1987,1987-05-08,1987-06-09,1987-06-08,Environmental Concerns,1.0,0
76434,Savannah River Plant Hazardous/Low-Level Radioactive and Mixed Waste Management for Groundwater Protection Modifications SC,Draft,Department of Energy,SC,SC,1987-04-30,1987,1987-05-08,1987-06-26,1987-06-30,Environmental Concerns,2.0,0
75427,IMPLEMENTATION LAPAZ MARICOPA PIMA PINAL AND YUMA COUNTIES ARIZONA (INT-DEIS-85-4) (SEE S-BLM-K61068) LOWER GILA SOUTH RESOURCE MANAGEMENT PLAN,Second Final,Bureau of Land Management,AZ,AZ,1987-05-01,1987,1987-05-08,1987-06-15,1987-06-08,Environmental Concerns,2.0,0
86988,Southern Sea Otters Translocation Plan Recovery Research San Nicolas Island CA and OR,Final,Fish and Wildlife Service,,,1987-05-01,1987,1987-05-08,1987-08-14,1987-06-08,Lack of Objections,,0
79303,Business US 41 Bridge/ Edison Bridge Replacement and Upgrading Market Street to Mariana Avenue Caloosahatchee River FL,Final,Federal Highway Administration,FL,FL,1987-05-01,1987,1987-05-08,1987-06-04,1987-06-08,Environmental Concerns,2.0,0
75453,Safford Resource Area Wilderness Study Area Wilderness Designation AZ and NM,Final,Bureau of Land Management,,,1987-05-01,1987,1987-05-08,1987-06-11,1987-06-08,Environmental Concerns,2.0,0
83094,Yazoo River Basin Flood Control Plan Yalobusha River Channel Enlargement Implementation Yazoo Headwater Area MS,Draft Supplement,U.S. Army Corps of Engineers,MS,MS,1987-05-04,1987,1987-05-15,1987-06-24,1987-06-30,Lack of Objections,,0
75463,Devers-Palo Verde #2 500 kV Transmission Line Project Construction and Operation Right-of-Way Grant Additional Alternatives CA and AZ.,Draft Supplement,Bureau of Land Management,,,1987-05-04,1987,1987-05-15,1987-07-24,1987-07-08,Environmental Concerns,2.0,0
82912,Great Bend Kansas Local Flood Protection Plan Construction Arkansas River Walnut and Little Walnut Creeks KS,Final,U.S. Army Corps of Engineers,KS,KS,1987-05-05,1987,1987-05-15,1987-06-15,1987-06-15,Lack of Objections,,0
79388,TX-71/US 290 Improvements R.M. 1826 to F.M. 973 Funding Travis County TX,Draft,Federal Highway Administration,TX,TX,1987-05-05,1987,1987-05-15,1987-07-13,1987-06-29,Environmental Concerns,2.0,0
84053,Mt. Ashland Ski Area Development Plan Improvements Rogue River Nat'l Forest OR,Draft,Forest Service,OR,OR,1987-05-07,1987,1987-05-15,1987-06-29,1987-06-29,Environmental Concerns,2.0,0
83402,Port Everglades Expansion Construction and Fill Placement in the U.S. and Contiguous Wetlands Section 10 and 404 Permit Application Broward County FL,Draft,U.S. Army Corps of Engineers,FL,FL,1987-05-07,1987,1987-05-15,1987-06-26,1987-06-29,Environmental Objections,1.0,0
79183,US 20/Dodge Street Improvements Concord Street to Dodge - Locust Street Intersection IA,Final,Federal Highway Administration,IA,IA,1987-05-07,1987,1987-05-15,1987-06-02,1987-06-15,Lack of Objections,,0
78838,I-20 Widening Hill St. to Columbia Drive 404 Permits GA,Final,Federal Highway Administration,GA,GA,1987-05-08,1987,1987-05-15,1987-06-29,1987-06-15,,3.0,0
78143,MN-TH-33 Improvements I-35 to US TH-53 Funding and COE Permit St. Louis River Carlton and St. Louis Counties MN,Draft Supplement,Federal Highway Administration,MN,MN,1987-05-12,1987,1987-05-22,1987-07-02,1987-07-06,Environmental Concerns,1.0,0
85506,Gallatin Nat'l Forest Noxious Weed Control Mgmt. and Treatment MT,Final,Forest Service,MT,MT,1987-05-12,1987,1987-05-22,1987-06-25,1987-06-22,Lack of Objections,,0
76762,SANTA MARIA TOWN CENTER EXPANSION AND,Final Supplement,Community Development Block Grant,CA,CA,1987-05-12,1987,1987-05-22,,1987-06-22,,,0
82561,Humboldt Bay Power Plant Unit 3 Decommissioning Approval Humboldt County CA,Final,Nuclear Regulatory Commission,CA,CA,1987-05-13,1987,1987-05-22,1987-07-27,1987-06-22,Environmental Concerns,2.0,0
78732,CA-15 Reconstruction I-805 TO I-8 New Preferred Alternative CA,Final Supplement,Federal Highway Administration,CA,CA,1987-05-13,1987,1987-05-22,1987-06-23,1987-06-22,Lack of Objections,,0
76764,Rio Nuevo - North Redevelopment Project Land Use Changes and New Information CDB Grant Pima County AZ,Final Supplement,Community Development Block Grant,AZ,AZ,1987-05-14,1987,1987-05-22,1987-06-11,1987-06-22,Lack of Objections,,0
82288,Fort Wayne and Vicinity Flood Control Project Implementation Allen County IN,Draft,U.S. Army Corps of Engineers,IN,IN,1987-05-14,1987,1987-05-22,1987-07-06,1987-07-06,Environmental Concerns,2.0,0
83691,Alabama Coosa Rivers Navigation Channel Operation and Maintenance Implementation Alabama and Georgia,Second Draft Supplemental,U.S. Army Corps of Engineers,,,1987-05-14,1987,1987-05-22,1987-06-22,1987-07-06,Environmental Concerns,1.0,0
82786,South Delta Watershed Protection and Flood Prevention Plan 404 Permit MS,Final,Soil Conservation Service,MS,MS,1987-05-14,1987,1987-05-22,1987-05-19,1987-06-22,Lack of Objections,,0
80894,Japanese Salmon Fishery 1987 through 1991 Incidental Take of Dall's Porpoise Permit Economic Coastal Zone US,Final,National Oceanic and Atmospheric Administration,,,1987-05-15,1987,1987-05-22,1987-06-25,1987-06-22,Environmental Concerns,2.0,0
83960,1987 Deerlodge Nat'l Forest Noxious Weed Control Program MT,Final,Forest Service,MT,MT,1987-05-15,1987,1987-05-22,1987-06-25,1987-06-22,Lack of Objections,,0
86922,Yukon Delta National Wildlife Refuge Long Term Management Plan and Wilderness Review Implementation,Draft,Fish and Wildlife Service,AK,AK,1987-05-15,1987,1987-06-05,1987-07-22,1987-07-22,Environmental Concerns,2.0,0
82697,Howard Creek Watershed Flood Control and Waershed Protection 404 Permit WV,Final,Soil Conservation Service,WV,WV,1987-05-18,1987,1987-05-29,1987-06-08,1987-06-29,Lack of Objections,,0
82351,Parachute Creek Shale Oil Program Phase II Expansion 404 Permit CO,Final,U.S. Army Corps of Engineers,CO,CO,1987-05-18,1987,1987-05-29,1987-07-02,1987-06-29,Environmental Concerns,2.0,0
84660,ADOPTION - Gulf Coast Strategic Homeporting,Final,U.S. Coast Guard,MS,MS,1987-05-20,1987,1987-05-29,1987-06-19,1987-06-29,Environmental Concerns,2.0,0
77077,Old and New Rifle Uranium Mill Sites Remedial Actions Contaminated Material Cleanup Garfield County CO,Draft,Department of Energy,CO,CO,1987-05-20,1987,1987-05-29,1987-07-15,1987-07-13,Environmental Concerns,2.0,0
81240,Great Bay National Estuarine Research Reserve Designation and Management Plan Establishment and Funding Towns of Durham Newmarket Newfields Stratham and Newington Straffard County NH,Draft,National Oceanic and Atmospheric Administration,NH,NH,1987-05-21,1987,1987-05-29,1987-06-29,1987-07-13,Lack of Objections,,0
78641,Elgin-O'Hare Highway/FAP Route 426 Improvement US 20/Lake Street and Lovell Road Intersection to IL-19/Irving Park Road and US 12/45/Manheim Road Intersection Construction Funding and US Army COE Section404 Permit Issuance IL,Draft,Federal Highway Administration,IL,IL,1987-05-21,1987,1987-05-29,1987-07-31,1987-07-30,Environmental Concerns,2.0,0
82259,IMPLEMENTATION PALM BEACH COUNTY FLORIDA PALM BEACH COUNTY BEACH EROSION CONTROL PROJECT,Final,U.S. Army Corps of Engineers,FL,FL,1987-05-21,1987,1987-07-10,1987-07-14,1987-07-16,Environmental Objections,2.0,0
87253,GREAT SWAMP NATIONAL WILDLIFE REFUGE MASTER,Final,Fish and Wildlife Service,NJ,NJ,1987-05-22,1987,1987-07-10,1987-06-29,1987-08-01,Lack of Objections,,0
84672,Central Radar Systems Over-the-Horizon Backscatter Radar System Construction and Operation MN SD and ND,Final,United States Air Force,,,1987-05-22,1987,1987-05-29,1987-06-26,1987-06-29,Lack of Objections,,0
78520,CA-118 Through Saticoy Realignment and Widening CA-126/Santa Paula Freeway to CA-232/Vineyard Avenue Including the Santa Clara River Bridge Replacement Funding and 404 Permit Ventura County CA,Draft,Federal Highway Administration,CA,CA,1987-05-26,1987,1987-06-05,1987-06-23,1987-07-20,Lack of Objections,,0
87250,Kodiak Nat'l Wildlife Refuge Comprehensive Mgmt. Plan and Wilderness Review AK,Final,Fish and Wildlife Service,AK,AK,1987-05-27,1987,1987-06-05,1987-07-15,1987-07-06,Lack of Objections,,0
85409,East Texas Nat'l Forests and Caddo and LBJ Nat'l Grasslands Land and Resource Mgmt. Plan TX,Final,Forest Service,TX,TX,1987-05-29,1987,1987-06-05,1987-06-24,1987-07-06,Lack of Objections,,0
75477,West Hiline Planning Area Resource Management Plan Implementation several Counties MT,Draft,Bureau of Land Management,MT,MT,1987-05-29,1987,1987-06-05,,1987-09-03,,,0
78124,I-94 Interchange improvements Merriman and Middlebelt Roads MI,Final,Federal Highway Administration,MI,MI,1987-05-29,1987,1987-06-05,1987-06-05,1987-07-06,Lack of Objections,,0
87112,Innoko Nat'l Wildlife Refuge Comprehensive Conservation Mgmt. Plan Wilderness Review AK,Draft,Fish and Wildlife Service,AK,AK,1987-06-03,1987,1987-06-12,1987-07-07,1987-08-10,Lack of Objections,,0
86757,Kanuti Nat'l Wildlife Refuge Comprehensive Conservation Mgmt. Plan Designation Arctic Circle AK,Final,Fish and Wildlife Service,AK,AK,1987-06-03,1987,1987-06-12,1987-06-19,1987-07-13,Lack of Objections,,0
80915,Grays Harbor Estuary Mgmt. Plan Washington State Coastal Zone Mgmt. Program Amendment No. 3 Approval Section 10 and 404 Permit WA,Final,National Oceanic and Atmospheric Administration,WA,WA,1987-06-03,1987,1987-06-12,1987-07-10,1987-07-13,Lack of Objections,,0
82312,Yakima Firing Center Expansion of Military Training Center Land Acquistion 9th Infantry Division Fort Lewis Military Installation Yakima and Kittitas Counties WA,Draft,United States Army,WA,WA,1987-06-03,1987,1987-06-12,1987-07-24,1987-07-27,Environmental Objections,2.0,0
84202,Challis Nat'l Forest Land and Resource Mgmt. Plan ID,Final,Forest Service,ID,ID,1987-06-04,1987,1987-06-12,1987-07-22,1987-07-13,Environmental Objections,2.0,0
78155,Mansell Road/GA-400 Interchange Extension Mansell Road and Old Roswell Road Intersection to Old Alabama Road/Turner Road Funding and 404 Permit Fulton County GA,Draft,Federal Highway Administration,GA,GA,1987-06-05,1987,1987-06-12,1987-07-20,1987-07-27,Environmental Concerns,2.0,0
85646,Bull Run Blowdown Wind Damage Trees Management Plan Implementation Mt. Hood National Forest Clackamas Hood River and Multnomah Counties OR,Draft,Forest Service,OR,OR,1987-06-05,1987,1987-06-12,1987-09-02,1987-09-02,Environmental Concerns,2.0,0
77892,WI-TH-83 Improvement I-94 to Cardinal Lane/ WI-TH-16 Funding and 404 Permit Waukesha County WI,Draft,Federal Highway Administration,WI,WI,1987-06-05,1987,1987-06-12,1987-06-26,1987-07-27,Lack of Objections,,0
84823,Vandenberg Air Force Base Mineral Resource Mgmt. Plan Exploration Development and Production of Oil and Gas Resources CA.,Draft,United States Air Force,CA,CA,1987-06-05,1987,1987-06-12,1987-08-06,1987-07-27,Environmental Concerns,2.0,0
89047,Navy Geothermal Development Program Power Plant Construction and Operation Coso Known Geothermal Resource Area CA,Final,United States Navy,CA,CA,1987-06-05,1987,1987-06-12,1987-07-10,1987-07-13,Lack of Objections,,0
84081,Flathead Nat'l Forest Individual Lodgepole Pine Trees Protection From Mtn. Pine Beetle Attacks Tally Lake and Abbott Bay Recreational Sites MT,Final,Forest Service,MT,MT,1987-06-08,1987,1987-06-19,1987-06-25,1987-07-20,Lack of Objections,,0
82018,Presidio Army Barracks Numbers 098 119 and 124 Facility Development Construction CA,Final,United States Army,CA,CA,1987-06-08,1987,1987-06-19,1987-07-28,1987-07-20,Lack of Objections,,0
78476,I-5/Santa Ana Freeway Widening and Interchange Reconstruction I-405 to CA-55 Funding 404 Permit Cities of Irvine and Tustin Orange County CA,Final,Federal Highway Administration,CA,CA,1987-06-08,1987,1987-06-19,1987-10-15,1987-07-20,Environmental Concerns,2.0,0
78617,US-13 RELIEF ROUTE CONSTRUCTION DE-7 TO US 113/,Final,Federal Highway Administration,DE,DE,1987-06-10,1987,1987-06-19,1987-07-20,1987-07-20,Environmental Concerns,1.0,0
83607,El Paso Southeast Area Local Flood Control Plan 404 Permit TX,Draft,U.S. Army Corps of Engineers,TX,TX,1987-06-11,1987,1987-06-19,1987-08-10,1987-08-10,Lack of Objections,,0
83005,Limetree Bay Third Port Expansion Project Port Facilities and Deepwater Port Improvements COE Section 10 and 404 Permit St. Croix VI,Draft,U.S. Army Corps of Engineers,VI,VI,1987-06-11,1987,1987-07-07,1987-09-04,1987-08-17,,3.0,0
84251,Custer Nat'l Forest Land and Resource Mgmt. Plan ND SD and MT,Final,Forest Service,,,1987-06-12,1987,1987-06-19,1987-07-16,1987-07-20,Lack of Objections,,0
